time,r11,r12,r13,r21,r22,r23,r31,r32,r33
142,1.91548e-07,-1,3.67321e-06,7.17607e-05,-3.67319e-06,-1,1,1.91812e-07,7.17607e-05
9816,2.39367e-07,-1,3.67321e-06,7.86516e-05,-3.67319e-06,-1,1,2.39656e-07,7.86516e-05
20054,-3.05876e-10,-1,3.67321e-06,8.32722e-05,-3.67321e-06,-1,1,3.88578e-16,8.32722e-05
29738,1.9141e-07,-1,3.67321e-06,0.000109331,-3.67318e-06,-1,1,1.91812e-07,0.000109331
40026,1.19461e-07,-1,3.67321e-06,0.000114605,-3.67319e-06,-1,1,1.19882e-07,0.000114605
50126,1.19463e-07,-1,3.67321e-06,0.000113945,-3.67319e-06,-1,1,1.19882e-07,0.000113945
59829,1.16304e-08,-1,3.67321e-06,0.000112328,-3.6732e-06,-1,1,1.2043e-08,0.000112328
70031,-1.80168e-07,-1,3.67321e-06,0.000108552,-3.67322e-06,-1,1,-1.79769e-07,0.000108552
80098,-3.75625e-10,-1,3.67321e-06,0.000102261,-3.67321e-06,-1,1,-5.55112e-16,0.000102261
89883,-3.30503e-10,-1,3.67321e-06,8.99766e-05,-3.67321e-06,-1,1,-1.66533e-16,8.99766e-05
99983,-2.42683e-10,-1,3.67321e-06,6.60682e-05,-3.67321e-06,-1,1,-5.55112e-17,6.60682e-05
110189,-1.94651e-10,-1,3.67321e-06,5.29917e-05,-3.67321e-06,-1,1,-8.88178e-16,5.29917e-05
119853,-1.20068e-07,-1,3.67321e-06,5.0701e-05,-3.67321e-06,-1,1,-1.19882e-07,5.0701e-05
130007,-2.86036e-10,-1,3.67321e-06,7.7871e-05,-3.67321e-06,-1,1,-1.11022e-16,7.7871e-05
139717,1.91342e-07,-1,3.67321e-06,0.000127917,-3.67318e-06,-1,1,1.91812e-07,0.000127917
149804,7.11153e-08,-1,3.6732e-06,0.000221799,-3.67319e-06,-1,1,7.193e-08,0.000221799
159882,-1.33133e-09,-1,3.6732e-06,0.000362444,-3.67321e-06,-1,1,-2.22045e-16,0.000362444
169710,-2.06749e-09,-1,3.6732e-06,0.000562857,-3.67321e-06,-1,1,-4.44089e-16,0.000562857
179772,1.88809e-07,-1,3.6732e-06,0.00081765,-3.67305e-06,-1,1,1.91812e-07,0.00081765
189995,-4.07261e-09,-1,3.6732e-06,0.00110874,-3.67321e-06,-0.999999,0.999999,-4.44089e-16,0.00110874
200112,-1.25099e-07,-1,3.6732e-06,0.00142036,-3.67338e-06,-0.999999,0.999999,-1.19882e-07,0.00142036
209827,1.13376e-07,-1,3.6732e-06,0.00177121,-3.67299e-06,-0.999998,0.999998,1.19882e-07,0.00177121
220043,-7.83173e-09,-1,3.6732e-06,0.00213212,-3.67321e-06,-0.999998,0.999998,-1.11022e-16,0.00213212
229803,-9.21375e-09,-1,3.67319e-06,0.00250837,-3.67321e-06,-0.999997,0.999997,2.22045e-16,0.00250837
239910,6.12854e-08,-1,3.67319e-06,0.00289791,-3.673e-06,-0.999996,0.999996,7.19297e-08,0.00289791
249990,1.7967e-07,-1,3.67319e-06,0.00330553,-3.67257e-06,-0.999995,0.999995,1.91811e-07,0.00330553
260119,5.80018e-08,-1,3.67318e-06,0.00379184,-3.67293e-06,-0.999993,0.999993,7.19295e-08,0.00379184
269904,1.75878e-07,-1,3.67317e-06,0.00433783,-3.67237e-06,-0.999991,0.999991,1.9181e-07,0.00433783
280098,2.21368e-07,-1,3.67316e-06,0.00497879,-3.67201e-06,-0.999988,0.999988,2.39653e-07,0.00497879
289706,-2.00696e-07,-1,3.67315e-06,0.00569717,-3.67423e-06,-0.999984,0.999984,-1.79766e-07,0.00569717
299880,1.67943e-07,-1,3.67313e-06,0.00649824,-3.67196e-06,-0.999979,0.999979,1.91808e-07,0.00649824
309738,-2.71119e-08,-1,3.67311e-06,0.00738098,-3.67321e-06,-0.999973,0.999973,5.55112e-17,0.00738098
319818,-3.06447e-08,-1,3.67308e-06,0.00834276,-3.67321e-06,-0.999965,0.999965,1.66533e-16,0.00834276
329905,-3.42821e-08,-1,3.67305e-06,0.00933302,-3.67321e-06,-0.999956,0.999956,1.66533e-16,0.00933302
340123,-2.17962e-07,-1,3.67301e-06,0.0103978,-3.67507e-06,-0.999946,0.999946,-1.79759e-07,0.0103978
349779,-1.6205e-07,-1,3.67296e-06,0.01148,-3.67458e-06,-0.999934,0.999934,-1.19874e-07,0.01148
359950,2.5727e-08,-1,3.67291e-06,0.0125784,-3.6723e-06,-0.999921,0.999921,7.19243e-08,0.0125784
370012,-3.84196e-08,-1,3.67286e-06,0.013738,-3.67304e-06,-0.999906,0.999906,1.20419e-08,0.013738
379986,-5.50109e-08,-1,3.67279e-06,0.0149763,-3.67321e-06,-0.999888,0.999888,0,0.0149763
390197,1.20384e-08,-1,3.67272e-06,0.016305,-3.67203e-06,-0.999867,0.999867,7.19204e-08,0.016305
399729,-6.50484e-08,-1,3.67263e-06,0.0177089,-3.67321e-06,-0.999843,0.999843,-4.44089e-16,0.0177089
409899,-1.9049e-07,-1,3.67253e-06,0.0192224,-3.67551e-06,-0.999815,0.999815,-1.1986e-07,0.0192224
420109,1.15269e-07,-1,3.67241e-06,0.0208383,-3.66921e-06,-0.999783,0.999783,1.9177e-07,0.0208383
429680,-8.2716e-08,-1,3.67227e-06,0.0225188,-3.67321e-06,-0.999746,0.999746,2.22045e-16,0.0225188
439923,-8.92677e-08,-1,3.67212e-06,0.0243024,-3.67321e-06,-0.999705,0.999705,2.22045e-16,0.0243024
450121,1.43535e-07,-1,3.67195e-06,0.0261681,-3.66693e-06,-0.999658,0.999658,2.39574e-07,0.0261681
459887,-2.23014e-07,-1,3.67176e-06,0.0280767,-3.67657e-06,-0.999606,0.999606,-1.19835e-07,0.0280767
470053,-1.10312e-07,-1,3.67155e-06,0.0300315,-3.67321e-06,-0.999549,0.999549,2.22045e-16,0.0300315
479940,-1.17718e-07,-1,3.67132e-06,0.0320479,-3.67321e-06,-0.999486,0.999486,-3.33067e-16,0.0320479
490137,-1.25427e-07,-1,3.67106e-06,0.0341464,-3.67321e-06,-0.999417,0.999417,2.77556e-16,0.0341464
499770,-3.13299e-07,-1,3.67078e-06,0.0363524,-3.67974e-06,-0.999339,0.999339,-1.7965e-07,0.0363524
509940,-2.61904e-07,-1,3.67046e-06,0.0386643,-3.67784e-06,-0.999252,0.999252,-1.19792e-07,0.0386643
520170,-1.38903e-07,-1,3.6701e-06,0.0410937,-3.67271e-06,-0.999155,0.999155,1.20328e-08,0.0410937
529817,-8.83962e-08,-1,3.6697e-06,0.0436475,-3.67007e-06,-0.999047,0.999047,7.18615e-08,0.0436475
539711,-1.70083e-07,-1,3.66927e-06,0.0463036,-3.67321e-06,-0.998927,0.998927,1.11022e-16,0.0463036
550038,-1.80068e-07,-1,3.66879e-06,0.0490221,-3.67321e-06,-0.998798,0.998798,-3.88578e-16,0.0490221
559767,-1.90144e-07,-1,3.66828e-06,0.0517651,-3.67321e-06,-0.998659,0.998659,-1.11022e-16,0.0517651
570046,-2.00212e-07,-1,3.66774e-06,0.054506,-3.67321e-06,-0.998513,0.998513,-3.88578e-16,0.054506
580209,-1.98234e-07,-1,3.66718e-06,0.0572461,-3.67252e-06,-0.99836,0.99836,1.20233e-08,0.0572461
589722,-1.48731e-07,-1,3.66657e-06,0.060073,-3.66888e-06,-0.998194,0.998194,7.18001e-08,0.060073
599931,-1.59558e-07,-1,3.6659e-06,0.0630206,-3.66867e-06,-0.998012,0.998012,7.1787e-08,0.0630206
610003,-1.70931e-07,-1,3.66517e-06,0.0661168,-3.66845e-06,-0.997812,0.997812,7.17726e-08,0.0661168
620112,-6.28335e-08,-1,3.66437e-06,0.0693252,-3.65991e-06,-0.997594,0.997594,1.91351e-07,0.0693252
629952,-2.66733e-07,-1,3.66351e-06,0.0726158,-3.67321e-06,-0.99736,0.99736,-2.77556e-16,0.0726158
640081,-9.90957e-08,-1,3.6626e-06,0.0759186,-3.65956e-06,-0.997114,0.997114,1.7925e-07,0.0759186
650199,-4.10916e-07,-1,3.66166e-06,0.0792316,-3.6827e-06,-0.996856,0.996856,-1.19505e-07,0.0792316
659733,-3.03504e-07,-1,3.66064e-06,0.0826264,-3.67321e-06,-0.996581,0.996581,-3.33067e-16,0.0826264
670103,-3.16429e-07,-1,3.65955e-06,0.0861453,-3.67321e-06,-0.996283,0.996283,-3.88578e-16,0.0861453
679953,-4.49454e-07,-1,3.65839e-06,0.0897233,-3.68396e-06,-0.995967,0.995967,-1.19398e-07,0.0897233
690016,-4.62865e-07,-1,3.65716e-06,0.0933744,-3.6844e-06,-0.995631,0.995631,-1.19358e-07,0.0933744
700270,-1.16939e-07,-1,3.65585e-06,0.0970801,-3.64994e-06,-0.995277,0.995277,2.38524e-07,0.0970801
710072,-6.10223e-07,-1,3.65447e-06,0.100884,-3.69738e-06,-0.994898,0.994898,-2.38433e-07,0.100884
719838,-1.45481e-07,-1,3.65296e-06,0.10485,-3.64808e-06,-0.994488,0.994488,2.38335e-07,0.10485
730011,-5.19927e-07,-1,3.65136e-06,0.108909,-3.68626e-06,-0.994052,0.994052,-1.19169e-07,0.108909
740235,-5.34902e-07,-1,3.64968e-06,0.112986,-3.68675e-06,-0.993597,0.993597,-1.19114e-07,0.112986
749834,-4.30019e-07,-1,3.64795e-06,0.117069,-3.67321e-06,-0.993124,0.993124,2.77556e-16,0.117069
760091,-2.0568e-07,-1,3.64611e-06,0.121239,-3.64415e-06,-0.992623,0.992623,2.37888e-07,0.121239
770171,-5.81249e-07,-1,3.64412e-06,0.125604,-3.68826e-06,-0.992081,0.992081,-1.18933e-07,0.125604
780258,-4.77516e-07,-1,3.64203e-06,0.13,-3.67321e-06,-0.991514,0.991514,-1.11022e-16,0.13
789939,-4.21823e-07,-1,3.63987e-06,0.13442,-3.66354e-06,-0.990924,0.990924,7.12772e-08,0.13442
800077,-3.18348e-07,-1,3.63761e-06,0.138887,-3.64657e-06,-0.990308,0.990308,1.89953e-07,0.138887
810067,-4.07383e-07,-1,3.63517e-06,0.143544,-3.656e-06,-0.989644,0.989644,1.18641e-07,0.143544
820276,-3.53147e-07,-1,3.63256e-06,0.148361,-3.64475e-06,-0.988933,0.988933,1.89689e-07,0.148361
829927,-6.69967e-07,-1,3.62995e-06,0.153035,-3.68972e-06,-0.988221,0.988221,-1.06567e-07,0.153035
840097,1.89115e-06,-1,3.62709e-06,0.157257,-3.28456e-06,-0.987558,0.987558,2.438e-06,0.157257
849795,-4.03793e-07,-1,3.62459e-06,0.162149,-3.6421e-06,-0.986766,0.986766,1.89272e-07,0.162149
859954,-2.54674e-07,-1,3.62148e-06,0.16722,-3.61307e-06,-0.98592,0.98592,3.54496e-07,0.16722
870113,9.00816e-07,-1,3.61821e-06,0.172371,-3.40878e-06,-0.985032,0.985032,1.51101e-06,0.172371
879744,2.15474e-06,-1,-6.22613e-06,0.177674,6.50991e-06,-0.984089,0.984089,1.01424e-06,0.177674
889911,1.32728e-06,-1,-6.21962e-06,0.183273,6.35753e-06,-0.983062,0.983062,1.64909e-07,0.183273
900122,1.45906e-06,-1,-6.2128e-06,0.188957,6.37658e-06,-0.981985,0.981985,2.58823e-07,0.188957
909736,1.81746e-06,-1,-6.20601e-06,0.194436,6.44095e-06,-0.980915,0.980915,5.76102e-07,0.194436
920111,-1.58986e-07,-1,3.59911e-06,0.199893,-3.55825e-06,-0.979818,0.979818,5.63658e-07,0.199893
930190,-3.71362e-07,-1,3.59484e-06,0.205491,-3.59443e-06,-0.978659,0.978659,3.75271e-07,0.205491
939751,-8.21511e-09,-1,3.5905e-06,0.211066,-3.51135e-06,-0.977472,0.977472,7.49802e-07,0.211066
949922,2.1138e-07,-1,3.58611e-06,0.216527,-3.45527e-06,-0.976277,0.976277,9.82856e-07,0.216527
960171,2.07643e-06,-1,-6.16869e-06,0.222127,6.47581e-06,-0.975018,0.975018,6.54324e-07,0.222127
969747,2.20864e-06,-1,-6.16032e-06,0.227852,6.50152e-06,-0.973696,0.973696,7.46907e-07,0.227852
979772,-1.14576e-07,-1,3.57175e-06,0.23347,-3.49979e-06,-0.972364,0.972364,7.22488e-07,0.23347
989787,-4.95101e-07,-1,3.56662e-06,0.239178,-3.58152e-06,-0.970976,0.970976,3.72326e-07,0.239178
1000111,-1.33178e-07,-1,3.56123e-06,0.245086,-3.48526e-06,-0.969501,0.969501,7.4369e-07,0.245086
1009738,-1.78838e-07,-1,3.5557e-06,0.250965,-3.48679e-06,-0.967996,0.967996,7.19243e-07,0.250965
1019796,-5.59951e-07,-1,3.55002e-06,0.256833,-3.57475e-06,-0.966456,0.966456,3.70593e-07,0.256833
1030025,-5.82247e-07,-1,3.54402e-06,0.262903,-3.57242e-06,-0.964822,0.964822,3.69967e-07,0.262903
1039720,-3.16924e-07,-1,3.53788e-06,0.268976,-3.49274e-06,-0.963147,0.963147,6.46359e-07,0.268976
1049807,-4.34995e-07,-1,3.53158e-06,0.275034,-3.51502e-06,-0.961435,0.961435,5.53086e-07,0.275034
1059939,-7.45904e-07,-1,3.52482e-06,0.281371,-3.59229e-06,-0.959599,0.959599,2.76015e-07,0.281371
1070194,-5.06079e-07,-1,3.5178e-06,0.287835,-3.51459e-06,-0.95768,0.95768,5.27882e-07,0.287835
1079804,-5.05601e-07,-1,3.51061e-06,0.294256,-3.50396e-06,-0.955727,0.955727,5.49801e-07,0.294256
1090236,-4.3426e-07,-1,3.50298e-06,0.30092,-3.4713e-06,-0.95365,0.95365,6.39985e-07,0.30092
1099896,-3.62817e-07,-1,3.49514e-06,0.307603,-3.43728e-06,-0.951515,0.951515,7.2989e-07,0.307603
1110201,-3.87428e-07,-1,3.48709e-06,0.314303,-3.43214e-06,-0.949323,0.949323,7.28209e-07,0.314303
1119801,1.14528e-07,-1,3.47867e-06,0.321152,-3.25762e-06,-0.947028,0.947028,1.22564e-06,0.321152
1130016,-8.20993e-07,-1,3.47013e-06,0.3279,-3.54748e-06,-0.944713,0.944713,3.62252e-07,0.3279
1140144,-7.8917e-08,-1,3.46137e-06,0.334704,-3.28815e-06,-0.942323,0.942323,1.08417e-06,0.334704
1149732,-6.07951e-07,-1,3.45213e-06,0.341702,-3.45208e-06,-0.939808,0.939808,6.0824e-07,0.341702
1159930,-6.33289e-07,-1,3.44279e-06,0.3486,-3.44759e-06,-0.937272,0.937272,6.06592e-07,0.3486
1170074,-9.22745e-07,-1,3.43311e-06,0.355601,-3.53685e-06,-0.934638,0.934638,3.58385e-07,0.355601
1179796,-7.68613e-07,-1,3.42325e-06,0.36258,-3.46899e-06,-0.931953,0.931953,5.24891e-07,0.36258
1189767,-1.06953e-06,-1,3.41328e-06,0.369475,-3.56693e-06,-0.929241,0.929241,2.67274e-07,0.369475
1200015,-6.87927e-07,-1,3.40286e-06,0.376529,-3.41145e-06,-0.926405,0.926405,6.43979e-07,0.376529
1210223,-1.14497e-06,-1,3.3924e-06,0.383464,-3.57212e-06,-0.923556,0.923556,2.43414e-07,0.383464
1219840,-6.67219e-07,-1,3.38158e-06,0.390474,-3.37366e-06,-0.920614,0.920614,7.06167e-07,0.390474
1230025,-3.09859e-07,-1,3.37038e-06,0.397576,-3.21575e-06,-0.917569,0.917569,1.05567e-06,0.397576
1239960,-3.3557e-07,-1,3.35911e-06,0.404576,-3.20768e-06,-0.914504,0.914504,1.05213e-06,0.404576
1250140,-9.84991e-07,-1,3.34744e-06,0.411705,-3.45611e-06,-0.911317,0.911317,4.8052e-07,0.411705
1259751,-9.62827e-07,-1,3.33564e-06,0.418732,-3.4323e-06,-0.90811,0.90811,5.22387e-07,0.418732
1270031,-7.73028e-07,-1,3.32358e-06,0.425783,-3.3364e-06,-0.904825,0.904825,7.15668e-07,0.425783
1280110,-7.51442e-07,-1,3.31107e-06,0.432938,-3.31e-06,-0.901424,0.901424,7.56119e-07,0.432938
1289744,-2.25791e-07,-1,3.29859e-06,0.439934,-3.06156e-06,-0.89803,0.89803,1.24839e-06,0.439934
1299835,-1.82181e-06,-1,3.28575e-06,0.447033,-3.75357e-06,-0.894518,0.894518,-1.60807e-07,0.447033
1309654,-1.21235e-06,-1,3.27275e-06,0.454026,-3.46642e-06,-0.890989,0.890989,4.05721e-07,0.454026
1320132,-9.26333e-07,-1,3.25953e-06,0.461016,-3.31954e-06,-0.887392,0.887392,6.80676e-07,0.461016
1329903,-8.56309e-07,-1,3.246e-06,0.468038,-3.2693e-06,-0.883708,0.883708,7.62523e-07,0.468038
1340126,-6.0588e-07,-1,3.23254e-06,0.474887,-3.13251e-06,-0.880047,0.880047,1.00189e-06,0.474887
1350128,-1.94977e-06,-1,3.21862e-06,0.481868,-3.75983e-06,-0.876244,0.876244,-1.57521e-07,0.481868
1359858,-7.88522e-07,-1,3.20456e-06,0.488742,-3.18113e-06,-0.872428,0.872428,8.78275e-07,0.488742
1369954,-1.5569e-06,-1,3.19033e-06,0.495607,-3.54256e-06,-0.868547,0.868547,2.28911e-07,0.495607
1379702,-1.36632e-06,-1,3.17576e-06,0.502493,-3.43227e-06,-0.864581,0.864581,4.14504e-07,0.502493
1389821,-1.51095e-06,-1,3.16124e-06,0.509232,-3.49008e-06,-0.860629,0.860629,3.09435e-07,0.509232
1400142,-1.33242e-06,-1,3.14624e-06,0.516073,-3.38253e-06,-0.856545,0.856545,4.82411e-07,0.516073
1409951,-1.52482e-06,-1,3.13124e-06,0.52279,-3.46642e-06,-0.852462,0.852462,3.37126e-07,0.52279
1420142,-1.36973e-06,-1,3.11598e-06,0.529508,-3.36858e-06,-0.848305,0.848305,4.87987e-07,0.529508
1429781,-1.5862e-06,-1,3.10046e-06,0.53622,-3.46758e-06,-0.844078,0.844078,3.23655e-07,0.53622
1440064,-2.11361e-06,-1,3.08505e-06,0.542775,-3.73827e-06,-0.839878,0.839878,-1.00686e-07,0.542775
1450181,-1.53871e-06,-1,3.06911e-06,0.549425,-3.40978e-06,-0.835543,0.835543,4.0059e-07,0.549425
1459966,-1.65864e-06,-1,3.05323e-06,0.555942,-3.46002e-06,-0.831221,0.831221,3.18725e-07,0.555942
1470106,-1.40677e-06,-1,3.03712e-06,0.562448,-3.30243e-06,-0.826833,0.826833,5.45055e-07,0.562448
1479777,-1.82624e-06,-1,3.02078e-06,0.568933,-3.52325e-06,-0.822384,0.822384,2.16752e-07,0.568933
1489899,-2.233e-06,-1,3.00452e-06,0.57528,-3.74217e-06,-0.817957,0.817957,-9.80583e-08,0.57528
1499920,-1.87321e-06,-1,2.98775e-06,0.58172,-3.51988e-06,-0.813389,0.813389,2.14383e-07,0.58172
1509759,-2.08802e-06,-1,2.97103e-06,0.58803,-3.63091e-06,-0.808839,0.808839,5.81792e-08,0.58803
1519976,-1.91958e-06,-1,2.95404e-06,0.594343,-3.51656e-06,-0.804212,0.804212,2.11966e-07,0.594343
1530153,-1.24758e-06,-1,2.9368e-06,0.600643,-3.09737e-06,-0.799517,0.799517,7.66512e-07,0.600643
1540199,-2.10909e-06,-1,2.91961e-06,0.606819,-3.60046e-06,-0.79484,0.79484,9.5287e-08,0.606819
1549850,-2.25193e-06,-1,2.90194e-06,0.61307,-3.67321e-06,-0.790029,0.790029,0,0.61307
1560040,-1.71124e-06,-1,2.88432e-06,0.619204,-3.32446e-06,-0.78523,0.78523,4.42258e-07,0.619204
1570179,-1.44613e-06,-1,2.86643e-06,0.625333,-3.14116e-06,-0.780358,0.780358,6.63977e-07,0.625333
1579984,-1.50447e-06,-1,2.84833e-06,0.631433,-3.15865e-06,-0.77543,0.77543,6.3192e-07,0.631433
1590146,-2.34144e-06,-1,2.83021e-06,0.637439,-3.67321e-06,-0.770501,0.770501,1.11022e-16,0.637439
1599702,-2.65135e-06,-1,2.81162e-06,0.643504,-3.85829e-06,-0.765443,0.765443,-2.20169e-07,0.643504
1609974,-2.12209e-06,-1,2.79305e-06,0.649476,-3.50203e-06,-0.760382,0.760382,2.00416e-07,0.649476
1620211,-1.6406e-06,-1,2.77411e-06,0.655468,-3.17043e-06,-0.755223,0.755223,5.79326e-07,0.655468
1629930,-1.7825e-06,-1,2.75484e-06,0.661463,-3.24513e-06,-0.749977,0.749977,4.85393e-07,0.661463
1640070,-2.45145e-06,-1,2.73547e-06,0.667388,-3.67321e-06,-0.74471,0.74471,2.22045e-16,0.667388
1649905,-2.85681e-06,-1,2.71567e-06,0.673352,-3.93139e-06,-0.739322,0.739322,-2.835e-07,0.673352
1660289,-1.91949e-06,-1,2.69606e-06,0.679176,-3.28251e-06,-0.733975,0.733975,4.22237e-07,0.679176
1670076,-1.56931e-06,-1,2.67611e-06,0.685001,-3.02464e-06,-0.728542,0.728542,6.89832e-07,0.685001
1679794,-1.9621e-06,-1,2.656e-06,0.690776,-3.27584e-06,-0.723068,0.723068,4.15966e-07,0.690776
1689848,-3.22922e-06,-1,2.63595e-06,0.696432,-4.14055e-06,-0.717623,0.717623,-4.81596e-07,0.696432
1700077,-2.57903e-06,-1,2.61554e-06,0.702119,-3.67321e-06,-0.712059,0.712059,-3.33067e-16,0.702119
1709805,-1.54481e-06,-1,2.59539e-06,0.707648,-2.92699e-06,-0.706565,0.706565,7.45116e-07,0.707648
1719882,-1.6728e-06,-1,2.57489e-06,0.713176,-2.99796e-06,-0.700985,0.700985,6.63742e-07,0.713176
1730207,-2.25628e-06,-1,2.55428e-06,0.718644,-3.39765e-06,-0.695378,0.695378,2.66651e-07,0.718644
1739790,-3.05492e-06,-1,2.53373e-06,0.724007,-3.95953e-06,-0.689793,0.689793,-2.72821e-07,0.724007
1749887,-2.60741e-06,-1,2.51269e-06,0.729428,-3.62074e-06,-0.684058,0.684058,4.92087e-08,0.729428
1759753,-1.64421e-06,-1,2.49187e-06,0.734709,-2.89845e-06,-0.678382,0.678382,7.15396e-07,0.734709
1769836,-2.09506e-06,-1,2.47065e-06,0.739997,-3.21212e-06,-0.67261,0.67261,4.19118e-07,0.739997
1780098,-2.11431e-06,-1,2.44929e-06,0.745239,-3.20885e-06,-0.666797,0.666797,4.15494e-07,0.745239
1789800,-3.23574e-06,-1,2.428e-06,0.750379,-4.03296e-06,-0.661008,0.661008,-3.16927e-07,0.750379
1799943,-2.5956e-06,-1,2.40619e-06,0.755572,-3.53738e-06,-0.655066,0.655066,1.17761e-07,0.755572
1810159,-2.01502e-06,-1,2.38461e-06,0.760632,-3.08074e-06,-0.649183,0.649183,5.05695e-07,0.760632
1819820,-2.54892e-06,-1,2.36271e-06,0.765677,-3.47141e-06,-0.643226,0.643226,1.69544e-07,0.765677
1829856,-2.17161e-06,-1,2.34071e-06,0.770669,-3.16518e-06,-0.637236,0.637236,4.20084e-07,0.770669
1840076,-3.32827e-06,-1,2.31874e-06,0.775569,-4.04504e-06,-0.631263,0.631263,-3.02665e-07,0.775569
1849775,-3.3584e-06,-1,2.29631e-06,0.780501,-4.05679e-06,-0.625154,0.625154,-3.07245e-07,0.780501
1860048,-2.02175e-06,-1,2.27406e-06,0.785321,-2.99557e-06,-0.619089,0.619089,5.34225e-07,0.785321
1869744,-1.95555e-06,-1,2.25137e-06,0.790153,-2.92507e-06,-0.612909,0.612909,5.80349e-07,0.790153
1879838,-2.44064e-06,-1,2.22836e-06,0.794969,-3.29207e-06,-0.60665,0.60665,2.90866e-07,0.794969
1889831,-2.75771e-06,-1,2.20537e-06,0.799704,-3.52944e-06,-0.600395,0.600395,1.07932e-07,0.799704
1899970,-2.95494e-06,-1,2.18192e-06,0.804457,-3.67321e-06,-0.594011,0.594011,1.66533e-16,0.804457
1910109,-1.49808e-06,-1,2.1586e-06,0.809112,-2.48063e-06,-0.587655,0.587655,8.66199e-07,0.809112
1919708,-2.6774e-06,-1,2.13489e-06,0.813757,-3.41957e-06,-0.581205,0.581205,1.81164e-07,0.813757
1929897,-2.82621e-06,-1,2.11105e-06,0.818353,-3.52609e-06,-0.574716,0.574716,1.03316e-07,0.818353
1939881,-3.51381e-06,-1,2.08731e-06,0.82285,-4.07747e-06,-0.568259,0.568259,-2.79207e-07,0.82285
1950007,-3.03903e-06,-1,2.06318e-06,0.827352,-3.67321e-06,-0.561683,0.561683,0,0.827352
1959967,-2.02451e-06,-1,2.03927e-06,0.83174,-2.816e-06,-0.555165,0.555165,5.72202e-07,0.83174
1970047,-3.19104e-06,-1,2.01505e-06,0.836097,-3.77344e-06,-0.548582,0.548582,-6.57651e-08,0.836097
1979937,-3.37458e-06,-1,1.99076e-06,0.840397,-3.91492e-06,-0.541972,0.541972,-1.55895e-07,0.840397
1990248,-3.58188e-06,-1,1.96654e-06,0.844612,-4.07814e-06,-0.535378,0.535378,-2.56696e-07,0.844612
1999923,-2.87825e-06,-1,1.94194e-06,0.848824,-3.46978e-06,-0.528676,0.528676,1.267e-07,0.848824
2010143,-2.38995e-06,-1,1.91758e-06,0.852922,-3.03949e-06,-0.522038,0.522038,3.87906e-07,0.852922
2020217,-3.25578e-06,-1,1.89288e-06,0.856996,-3.76564e-06,-0.515323,0.515323,-5.55931e-08,0.856996
2029774,-3.34245e-06,-1,1.86812e-06,0.861014,-3.82799e-06,-0.508581,0.508581,-9.14271e-08,0.861014
2039981,-3.47681e-06,-1,1.84342e-06,0.864949,-3.9324e-06,-0.501859,0.501859,-1.50405e-07,0.864949
2049882,-3.47921e-06,-1,1.8183e-06,0.868882,-3.92312e-06,-0.49502,0.49502,-1.4239e-07,0.868882
2060062,-2.1511e-06,-1,1.79343e-06,0.872708,-2.75292e-06,-0.488243,0.488243,5.1488e-07,0.872708
2070135,-3.2196e-06,-1,1.76822e-06,0.87651,-3.67321e-06,-0.481384,0.481384,-5.55112e-17,0.87651
