time,r11,r12,r13,r21,r22,r23,r31,r32,r33
2079731,-3.73668e-06,-1,1.74294e-06,0.880254,-4.11626e-06,-0.474503,0.474503,-2.38835e-07,0.880254
2089895,-3.24681e-06,-1,1.71775e-06,0.883918,-3.67321e-06,-0.467643,0.467643,0,0.883918
2100117,-3.06842e-06,-1,1.69214e-06,0.88757,-3.50296e-06,-0.460673,0.460673,8.8361e-08,0.88757
2110072,-2.79379e-06,-1,1.66681e-06,0.891111,-3.24596e-06,-0.453785,0.453785,2.17536e-07,0.891111
2119748,-3.10641e-06,-1,1.64117e-06,0.894636,-3.51238e-06,-0.446796,0.446796,8.03201e-08,0.894636
2129803,-3.8742e-06,-1,1.61543e-06,0.898109,-4.18988e-06,-0.439773,0.439773,-2.52935e-07,0.898109
2139930,-3.77883e-06,-1,1.58963e-06,0.901511,-4.09458e-06,-0.432757,0.432757,-2.02242e-07,0.901511
2150083,-3.32389e-06,-1,1.56339e-06,0.904901,-3.67321e-06,-0.425621,0.425621,-1.66533e-16,0.904901
2159853,-2.74869e-06,-1,1.5373e-06,0.908197,-3.13978e-06,-0.418543,0.418543,2.45727e-07,0.908197
2170234,-3.34799e-06,-1,1.5111e-06,0.911462,-3.67321e-06,-0.411384,0.411384,5.55112e-17,0.911462
2180050,-3.8392e-06,-1,1.48481e-06,0.914666,-4.11176e-06,-0.404211,0.404211,-1.93741e-07,0.914666
2189807,-3.68296e-06,-1,1.45844e-06,0.917801,-3.95929e-06,-0.397042,0.397042,-1.23734e-07,0.917801
2199928,-3.67035e-06,-1,1.43169e-06,0.920918,-3.9381e-06,-0.389757,0.389757,-1.12077e-07,0.920918
2210109,-2.93845e-06,-1,1.40506e-06,0.923943,-3.25244e-06,-0.382531,0.382531,1.74143e-07,0.923943
2219738,-3.40482e-06,-1,1.37828e-06,0.926934,-3.67321e-06,-0.375225,0.375225,-5.55112e-17,0.926934
2230066,-3.79902e-06,-1,1.35145e-06,0.92986,-4.02977e-06,-0.367912,0.367912,-1.41049e-07,0.92986
2240241,-3.9893e-06,-1,1.32456e-06,0.932723,-4.19854e-06,-0.360594,0.360594,-2.0307e-07,0.932723
2250039,-3.91593e-06,-1,1.29733e-06,0.935555,-4.12176e-06,-0.353182,0.353182,-1.69307e-07,0.935555
2259685,-3.43455e-06,-1,1.27021e-06,0.938306,-3.6619e-06,-0.345807,0.345807,4.15758e-09,0.938306
2269803,-5.00979e-05,-1,1.13858e-05,0.941104,-5.0997e-05,-0.338116,0.338116,-6.22367e-06,0.941104
2280073,-5.71004e-05,-1,1.10955e-05,0.944066,-5.75654e-05,-0.329757,0.329757,-8.35435e-06,0.944066
2289939,-3.58846e-05,-1,7.65002e-06,0.946317,-3.6431e-05,-0.32324,0.32324,-4.36001e-06,0.946317
2300044,-2.21001e-05,-1,4.33514e-06,0.948435,-2.23346e-05,-0.316972,0.316972,-2.89351e-06,0.948435
2310203,-1.3241e-05,-1,4.23335e-06,0.950863,-1.3901e-05,-0.309611,0.309611,-7.42091e-08,0.950863
2319922,-1.45078e-05,-1,4.13263e-06,0.953232,-1.50784e-05,-0.30224,0.30224,-4.45494e-07,0.953232
2330113,-1.6266e-05,-1,4.02894e-06,0.955603,-1.6731e-05,-0.294658,0.294658,-9.4285e-07,0.955603
2339721,-1.62393e-05,-1,3.9196e-06,0.958028,-1.66813e-05,-0.286675,0.286675,-9.00316e-07,0.958028
2350018,-1.67145e-05,-1,3.81141e-06,0.960362,-1.71145e-05,-0.278756,0.278756,-9.98946e-07,0.960362
2359730,-1.58584e-05,-1,3.70363e-06,0.962615,-1.62687e-05,-0.270874,0.270874,-7.3046e-07,0.962615
2369947,-1.6464e-05,-1,3.59382e-06,0.964836,-1.68297e-05,-0.262852,0.262852,-8.60147e-07,0.964836
2380116,-1.59654e-05,-1,3.48695e-06,0.966933,-1.63268e-05,-0.255029,0.255029,-6.99993e-07,0.966933
2390018,-1.68679e-05,-1,3.38059e-06,0.96895,-1.718e-05,-0.247258,0.247258,-8.95093e-07,0.96895
2399742,-1.6739e-05,-1,3.27329e-06,0.970919,-1.70359e-05,-0.23941,0.23941,-8.2939e-07,0.970919
2409863,-1.61291e-05,-1,3.16923e-06,0.972764,-1.64244e-05,-0.231797,0.231797,-6.55751e-07,0.972764
2420114,-1.65011e-05,-1,3.06466e-06,0.974555,-1.67682e-05,-0.22415,0.22415,-7.12038e-07,0.974555
2430189,-1.68479e-05,-1,2.96165e-06,0.976258,-1.70895e-05,-0.216612,0.216612,-7.58134e-07,0.976258
2439735,-1.66783e-05,-1,2.85968e-06,0.977882,-1.69076e-05,-0.209158,0.209158,-6.91976e-07,0.977882
2449795,-1.65922e-05,-1,2.75692e-06,0.979459,-1.68073e-05,-0.201643,0.201643,-6.45404e-07,0.979459
2459842,-1.63009e-05,-1,2.656e-06,0.98095,-1.65063e-05,-0.19426,0.19426,-5.61216e-07,0.98095
2470052,-1.67881e-05,-1,2.55388e-06,0.9824,-1.69697e-05,-0.186792,0.186792,-6.26955e-07,0.9824
2480098,-1.67472e-05,-1,2.45197e-06,0.983788,-1.69154e-05,-0.179336,0.179336,-5.91164e-07,0.983788
2489866,-7.10585e-06,-1,6.31215e-07,0.985116,-7.10859e-06,-0.17189,0.17189,-5.99605e-07,0.985116
2500062,2.94513e-06,-1,-1.0397e-06,0.986409,3.07593e-06,-0.164307,0.164307,-5.41664e-07,0.986409
2510174,3.04871e-06,-1,-9.91996e-07,0.987635,3.16652e-06,-0.15677,0.15677,-5.01786e-07,0.987635
2520231,3.28392e-06,-1,-9.43674e-07,0.988817,3.38793e-06,-0.149132,0.149132,-4.43384e-07,0.988817
2529922,1.36099e-05,-1,-2.30991e-06,0.989942,1.37998e-05,-0.141472,0.141472,-3.61253e-07,0.989942
2540046,1.3124e-05,-1,-2.18437e-06,0.991011,1.32983e-05,-0.133781,0.133781,-4.08991e-07,0.991011
2550090,1.24338e-05,-1,-2.05574e-06,0.992043,1.25937e-05,-0.125902,0.125902,-4.73943e-07,0.992043
2559828,1.2881e-05,-1,-1.92764e-06,0.993007,1.30185e-05,-0.118058,0.118058,-3.93462e-07,0.993007
2570008,1.32435e-05,-1,-1.7983e-06,0.993917,1.3361e-05,-0.110134,0.110134,-3.28795e-07,0.993917
2580045,1.32332e-05,-1,-1.66895e-06,0.994762,1.33345e-05,-0.102214,0.102214,-3.07582e-07,0.994762
2590182,1.33898e-05,-1,-1.53995e-06,0.995543,1.34754e-05,-0.0943118,0.0943118,-2.7027e-07,0.995543
2599796,1.29584e-05,-1,-1.40895e-06,0.99627,1.30316e-05,-0.0862874,0.0862874,-2.85554e-07,0.99627
2609984,1.34483e-05,-1,-1.27986e-06,0.996923,1.35072e-05,-0.0783824,0.0783824,-2.21819e-07,0.996923
2620108,1.27867e-05,-1,-1.15e-06,0.997517,1.2836e-05,-0.0704272,0.0704272,-2.46606e-07,0.997517
2629714,1.26757e-05,-1,-1.01988e-06,0.998047,1.27146e-05,-0.06246,0.06246,-2.26172e-07,0.998047
2639803,1.25275e-05,-1,-8.90623e-07,0.998512,1.25575e-05,-0.0545413,0.0545413,-2.06029e-07,0.998512
2649911,1.2642e-05,-1,-7.60199e-07,0.998916,1.26637e-05,-0.0465536,0.0465536,-1.70844e-07,0.998916
2660069,1.33065e-05,-1,-6.3169e-07,0.999252,1.3321e-05,-0.0386836,0.0386836,-1.16474e-07,0.999252
2670145,1.30593e-05,-1,-5.02513e-07,0.999526,1.30686e-05,-0.030771,0.030771,-1.00427e-07,0.999526
2680265,1.24156e-05,-1,-3.73698e-07,0.999738,1.24209e-05,-0.0228833,0.0228833,-8.94895e-08,0.999738
2689999,1.255e-05,-1,-2.45874e-07,0.999887,1.25523e-05,-0.0150535,0.0150535,-5.6925e-08,0.999887
2700210,1.30666e-05,-1,-1.16936e-07,0.999974,1.30671e-05,-0.00715686,0.00715686,-2.34165e-08,0.999974
2709741,1.39539e-05,-1,9.90739e-09,1,1.39539e-05,0.000607121,-0.000607121,1.4357e-09,1
2719868,1.3414e-05,-1,1.3733e-07,0.999965,1.34147e-05,0.00840846,-0.00840846,2.45344e-08,0.999965
2729973,1.26096e-05,-1,2.64215e-07,0.999869,1.26122e-05,0.0161698,-0.0161698,6.02863e-08,0.999869
2740308,1.2643e-05,-1,3.90327e-07,0.999715,1.26487e-05,0.023883,-0.023883,8.82631e-08,0.999715
2749830,1.32027e-05,-1,5.18273e-07,0.999497,1.32125e-05,0.0317198,-0.0317198,9.92259e-08,0.999497
2760083,1.34858e-05,-1,6.44497e-07,0.999222,1.35007e-05,0.0394481,-0.0394481,1.12006e-07,0.999222
2769890,1.31207e-05,-1,7.71726e-07,0.998884,1.31426e-05,0.0472412,-0.0472412,1.51025e-07,0.998884
2780147,1.29106e-05,-1,8.99005e-07,0.998485,1.29405e-05,0.0550319,-0.0550319,1.8715e-07,0.998485
2789734,1.27712e-05,-1,1.02535e-06,0.998028,1.28103e-05,0.0627664,-0.0627664,2.21724e-07,0.998028
2799827,1.30982e-05,-1,1.15347e-06,0.997503,1.3147e-05,0.0706181,-0.0706181,2.25621e-07,0.997503
2809970,1.35921e-05,-1,1.28022e-06,0.996923,1.36506e-05,0.078383,-0.078383,2.1089e-07,0.996923
2820208,1.3174e-05,-1,1.40785e-06,0.996278,1.32463e-05,0.0862026,-0.0862026,2.66976e-07,0.996278
2829887,1.28748e-05,-1,1.5357e-06,0.995569,1.29622e-05,0.0940338,-0.0940338,3.18223e-07,0.995569
2840039,1.23831e-05,-1,1.66259e-06,0.994804,1.2488e-05,0.101808,-0.101808,3.9326e-07,0.994804
2849792,1.27769e-05,-1,1.79066e-06,0.993969,1.28963e-05,0.109657,-0.109657,3.78782e-07,0.993969
2859800,1.33016e-05,-1,1.91734e-06,0.993083,1.34347e-05,0.117415,-0.117415,3.42258e-07,0.993083
2869736,1.29626e-05,-1,2.045e-06,0.992126,1.31166e-05,0.125241,-0.125241,4.0546e-07,0.992126
2879913,1.34971e-05,-1,2.17254e-06,0.991109,1.36662e-05,0.133055,-0.133055,3.57359e-07,0.991109
2890032,1.22094e-05,-1,2.29945e-06,0.990034,1.24115e-05,0.140832,-0.140832,5.57063e-07,0.990034
2900141,1.30413e-05,-1,2.42816e-06,0.988878,1.32574e-05,0.148729,-0.148729,4.61528e-07,0.988878
2909771,1.34052e-05,-1,2.55525e-06,0.987676,1.36399e-05,0.156515,-0.156515,4.25654e-07,0.987676
2919892,1.32046e-05,-1,2.68326e-06,0.986401,1.3466e-05,0.164358,-0.164358,4.76492e-07,0.986401
2930028,1.31826e-05,-1,2.81193e-06,0.985055,1.34699e-05,0.172242,-0.172242,4.99313e-07,0.985055
2939738,1.2261e-05,-1,2.93943e-06,0.983657,1.25898e-05,0.180054,-0.180054,6.83753e-07,0.983657
2949892,1.24887e-05,-1,3.06804e-06,0.982182,1.28427e-05,0.187934,-0.187934,6.6633e-07,0.982182
2960175,1.27873e-05,-1,3.19504e-06,0.980662,1.31653e-05,0.195712,-0.195712,6.3063e-07,0.980662
2969830,1.32527e-05,-1,3.32219e-06,0.979075,1.36515e-05,0.203499,-0.203499,5.55758e-07,0.979075
2979844,1.29502e-05,-1,3.44911e-06,0.977426,1.33866e-05,0.211276,-0.211276,6.35188e-07,0.977426
2989936,1.20717e-05,-1,3.57433e-06,0.975736,1.25614e-05,0.21895,-0.21895,8.44497e-07,0.975736
2999757,1.24744e-05,-1,3.70047e-06,0.97397,1.29885e-05,0.226677,-0.226677,7.76496e-07,0.97397
3009884,1.34037e-05,-1,3.82446e-06,0.972173,1.39267e-05,0.234265,-0.234265,5.7801e-07,0.972173
3019988,1.2822e-05,-1,3.94835e-06,0.970312,1.33963e-05,0.241857,-0.241857,7.30046e-07,0.970312
3030131,1.25272e-05,-1,4.07148e-06,0.968401,1.31468e-05,0.249398,-0.249398,8.18548e-07,0.968401
3039951,1.15366e-05,-1,4.19335e-06,0.966447,1.22267e-05,0.256867,-0.256867,1.08927e-06,0.966447
3050125,1.21744e-05,-1,4.31679e-06,0.964406,1.28825e-05,0.264425,-0.264425,9.43931e-07,0.964406
3059741,1.27997e-05,-1,4.43824e-06,0.962338,1.35242e-05,0.271857,-0.271857,7.91407e-07,0.962338
3070236,1.2561e-05,-1,4.5602e-06,0.960196,1.33348e-05,0.279328,-0.279328,8.70044e-07,0.960196
3079900,1.20457e-05,-1,4.68194e-06,0.957996,1.28824e-05,0.286781,-0.286781,1.03081e-06,0.957996
3090034,1.12423e-05,-1,4.80221e-06,0.955762,1.21575e-05,0.294141,-0.294141,1.28295e-06,0.955762
3099792,1.19831e-05,-1,4.92438e-06,0.953427,1.29103e-05,0.301623,-0.301623,1.08067e-06,0.953427
3109885,1.24358e-05,-1,5.04494e-06,0.951061,1.33861e-05,0.309002,-0.309002,9.55366e-07,0.951061
3120182,1.26356e-05,-1,5.16623e-06,0.948615,1.36211e-05,0.316433,-0.316433,9.02441e-07,0.948615
3129774,1.21632e-05,-1,5.28756e-06,0.946104,1.32201e-05,0.323862,-0.323862,1.06338e-06,0.946104
3140069,1.14026e-05,-1,5.40747e-06,0.943561,1.255e-05,0.331199,-0.331199,1.32574e-06,0.943561
3149864,1.1695e-05,-1,5.5292e-06,0.940912,1.28764e-05,0.338651,-0.338651,1.24197e-06,0.940912
3160166,1.23225e-05,-1,5.64904e-06,0.938241,1.35159e-05,0.345982,-0.345982,1.03681e-06,0.938241
3169962,1.25533e-05,-1,5.76903e-06,0.935498,1.37819e-05,0.353331,-0.353331,9.61462e-07,0.935498
3180123,1.23038e-05,-1,5.88894e-06,0.932694,1.35996e-05,0.360669,-0.360669,1.05498e-06,0.932694
3189750,1.0975e-05,-1,6.00782e-06,0.92985,1.24157e-05,0.36794,-0.36794,1.54822e-06,0.92985
3199733,1.13225e-05,-1,6.12784e-06,0.926905,1.27946e-05,0.375295,-0.375295,1.43066e-06,0.926905
3209944,1.25801e-05,-1,6.24635e-06,0.923933,1.40128e-05,0.382555,-0.382555,9.58607e-07,0.923933
3220158,1.21349e-05,-1,6.36517e-06,0.920885,1.36562e-05,0.389835,-0.389835,1.13098e-06,0.920885
3229782,1.15808e-05,-1,6.48387e-06,0.917775,1.32033e-05,0.397101,-0.397101,1.35198e-06,0.917775
3240102,1.11341e-05,-1,6.60114e-06,0.914636,1.28523e-05,0.404278,-0.404278,1.53639e-06,0.914636
3249748,1.0889e-05,-1,6.72021e-06,0.911377,1.26899e-05,0.411572,-0.411572,1.64302e-06,0.911377
3259968,1.1794e-05,-1,6.83795e-06,0.908082,1.35736e-05,0.418792,-0.418792,1.27021e-06,0.908082
3270321,-3.73565e-05,-1,-1.00836e-05,0.904718,-3.80928e-05,0.426012,-0.426012,6.79145e-06,0.904718
3280121,-1.39875e-05,-1,-1.59555e-06,0.901017,-1.32951e-05,0.433783,-0.433783,4.62991e-06,0.901017
3290061,-1.49711e-06,-1,2.78474e-06,0.897992,-1.19072e-07,0.440013,-0.440013,3.15942e-06,0.897992
3299758,-3.66385e-06,-1,2.82814e-06,0.894589,-2.01377e-06,0.44689,-0.44689,4.16736e-06,0.894589
3310248,-8.82777e-07,-1,2.87293e-06,0.890925,5.18251e-07,0.45415,-0.45415,2.96048e-06,0.890925
3319880,5.68633e-07,-1,2.91714e-06,0.887334,1.84974e-06,0.461126,-0.461126,2.32627e-06,0.887334
3330105,5.56981e-07,-1,2.96183e-06,0.883617,1.87892e-06,0.468211,-0.468211,2.35634e-06,0.883617
3339973,-1.9593e-06,-1,3.00582e-06,0.879886,-2.95641e-07,0.475186,-0.475186,3.57581e-06,0.879886
3350273,-1.22824e-06,-1,3.04983e-06,0.876098,3.94368e-07,0.482134,-0.482134,3.26412e-06,0.876098
3359804,1.79261e-08,-1,3.0933e-06,0.872291,1.52822e-06,0.488987,-0.488987,2.6895e-06,0.872291
3370076,-5.45939e-07,-1,3.13688e-06,0.868386,1.08146e-06,0.495889,-0.495889,2.99475e-06,0.868386
3380159,-1.18217e-06,-1,3.18034e-06,0.864428,5.77036e-07,0.502757,-0.502757,3.34352e-06,0.864428
3389812,-1.41107e-06,-1,3.22296e-06,0.860468,4.27928e-07,0.509504,-0.509504,3.4922e-06,0.860468
3400065,-1.14941e-06,-1,3.26637e-06,0.856365,7.02348e-07,0.516371,-0.516371,3.39072e-06,0.856365
3410326,-3.9603e-07,-1,3.30883e-06,0.852297,1.39317e-06,0.523058,-0.523058,3.02725e-06,0.852297
3419977,-1.15328e-06,-1,3.35092e-06,0.84817,7.96883e-07,0.529723,-0.529723,3.45307e-06,0.84817
3430279,-1.37159e-06,-1,3.39329e-06,0.843955,6.62648e-07,0.536414,-0.536414,3.59952e-06,0.843955
3440107,-9.78492e-07,-1,3.43451e-06,0.839793,1.04289e-06,0.542907,-0.542907,3.41551e-06,0.839793
3449801,-1.42513e-06,-1,3.47621e-06,0.835492,7.19502e-07,0.549503,-0.549503,3.68746e-06,0.835492
3460120,-8.59774e-08,-1,3.51728e-06,0.831214,1.88397e-06,0.555952,-0.555952,2.97141e-06,0.831214
3470074,-9.04384e-07,-1,3.55791e-06,0.826876,1.2531e-06,0.562384,-0.562384,3.45056e-06,0.826876
3479921,-1.50764e-06,-1,3.59882e-06,0.822451,8.07176e-07,0.568837,-0.568837,3.81745e-06,0.822451
3489774,-1.05789e-05,-1,-2.11255e-06,0.818054,-9.86911e-06,0.575142,-0.575142,4.35618e-06,0.818054
3499988,-9.48362e-06,-1,-2.13611e-06,0.813512,-8.95729e-06,0.581548,-0.581548,3.77743e-06,0.813512
3509760,-8.48431e-06,-1,-2.15907e-06,0.808983,-8.13284e-06,0.587832,-0.587832,3.24069e-06,0.808983
3519814,-8.8029e-06,-1,-2.18222e-06,0.804386,-8.3774e-06,0.594108,-0.594108,3.47453e-06,0.804386
3530035,-9.16931e-06,-1,-2.20527e-06,0.7997,-8.65674e-06,0.6004,-0.6004,3.7417e-06,0.7997
3540218,-1.01947e-05,-1,-2.2278e-06,0.795036,-9.45644e-06,0.606563,-0.606563,4.41253e-06,0.795036
3549863,-9.12257e-06,-1,-2.25073e-06,0.790248,-8.58831e-06,0.612787,-0.612787,3.81156e-06,0.790248
3560088,-8.58973e-06,-1,-2.27309e-06,0.785463,-8.15375e-06,0.618908,-0.618908,3.53082e-06,0.785463
3569790,-8.78745e-06,-1,-2.29573e-06,0.780596,-8.29436e-06,0.625036,-0.625036,3.70043e-06,0.780596
3579938,-8.97303e-06,-1,-2.31812e-06,0.775669,-8.42316e-06,0.63114,-0.63114,3.86515e-06,0.775669
3590100,-9.57832e-06,-1,-2.34011e-06,0.770744,-8.87342e-06,0.637145,-0.637145,4.29916e-06,0.770744
3599790,-8.91254e-06,-1,-2.36248e-06,0.765676,-8.34373e-06,0.643226,-0.643226,3.92388e-06,0.765676
3609977,-8.92967e-06,-1,-2.38444e-06,0.760592,-8.33989e-06,0.64923,-0.64923,3.98382e-06,0.760592
3619793,-9.04259e-06,-1,-2.40664e-06,0.755421,-8.40789e-06,0.65524,-0.65524,4.10705e-06,0.755421
3630024,-8.84363e-06,-1,-2.42856e-06,0.750194,-8.24025e-06,0.661218,-0.661218,4.02567e-06,0.750194
3639877,-9.48362e-06,-1,-2.45016e-06,0.744963,-8.69947e-06,0.667105,-0.667105,4.50129e-06,0.744963
3649948,-9.37994e-06,-1,-2.47206e-06,0.739591,-8.60116e-06,0.673056,-0.673056,4.48492e-06,0.739591
3660155,-8.96486e-06,-1,-2.49331e-06,0.734259,-8.27516e-06,0.67887,-0.67887,4.25524e-06,0.734259
3669816,-8.94499e-06,-1,-2.51474e-06,0.728849,-8.24133e-06,0.684674,-0.684674,4.29154e-06,0.728849
3680166,-8.93699e-06,-1,-2.5359e-06,0.723393,-8.21583e-06,0.690437,-0.690437,4.33597e-06,0.723393
3689875,-8.91703e-06,-1,-2.5567e-06,0.71796,-8.18175e-06,0.696084,-0.696084,4.3714e-06,0.71796
3700082,-8.93253e-06,-1,-2.5775e-06,0.712424,-8.17251e-06,0.701749,-0.701749,4.43212e-06,0.712424
3710291,-8.49291e-06,-1,-2.59768e-06,0.706933,-7.84121e-06,0.70728,-0.70728,4.17048e-06,0.706933
3720049,-8.47239e-06,-1,-2.61818e-06,0.701346,-7.80837e-06,0.712821,-0.712821,4.20305e-06,0.701346
3730266,-9.12297e-06,-1,-2.63831e-06,0.695719,-8.24216e-06,0.718314,-0.718314,4.71763e-06,0.695719
3739898,-8.6708e-06,-1,-2.65812e-06,0.690118,-7.90755e-06,0.723697,-0.723697,4.44062e-06,0.690118
3749802,-8.93738e-06,-1,-2.67806e-06,0.684385,-8.06924e-06,0.729121,-0.729121,4.6836e-06,0.684385
3759865,-8.67682e-06,-1,-2.69736e-06,0.678696,-7.86992e-06,0.734419,-0.734419,4.54173e-06,0.678696
3770222,-8.51168e-06,-1,-2.71711e-06,0.672883,-7.73734e-06,0.739748,-0.739748,4.46821e-06,0.672883
3780023,-9.05323e-06,-1,-2.73664e-06,0.666986,-8.07737e-06,0.745071,-0.745071,4.92e-06,0.666986
3789822,-8.39649e-06,-1,-2.75589e-06,0.661107,-7.6187e-06,0.750292,-0.750292,4.47788e-06,0.661107
3799997,-9.02162e-06,-1,-2.77514e-06,0.655101,-8.00681e-06,0.755541,-0.755541,4.99821e-06,0.655101
3809752,-8.28074e-06,-1,-2.79377e-06,0.649171,-7.50067e-06,0.760643,-0.760643,4.48505e-06,0.649171
3820047,-8.63016e-06,-1,-2.81266e-06,0.643139,-7.70419e-06,0.765749,-0.765749,4.79961e-06,0.643139
3830204,-8.61987e-06,-1,-2.83123e-06,0.637059,-7.67372e-06,0.770815,-0.770815,4.84066e-06,0.637059
3839775,-8.54978e-06,-1,-2.8495e-06,0.631038,-7.60574e-06,0.775752,-0.775752,4.83437e-06,0.631038
3850093,-8.75491e-06,-1,-2.86772e-06,0.624881,-7.70966e-06,0.78072,-0.78072,5.04315e-06,0.624881
3859805,-7.66596e-06,-1,-2.88522e-06,0.61883,-7.01034e-06,0.785525,-0.785525,4.23634e-06,0.61883
3869797,-8.67391e-06,-1,-2.9031e-06,0.612659,-7.6086e-06,0.790347,-0.790347,5.0768e-06,0.612659
3880024,-8.45946e-06,-1,-2.92058e-06,0.60645,-7.45246e-06,0.795122,-0.795122,4.95512e-06,0.60645
3890235,-7.95744e-06,-1,-2.93776e-06,0.600302,-7.12641e-06,0.799773,-0.799773,4.6006e-06,0.600302
3899807,-8.44963e-06,-1,-2.95498e-06,0.593991,-7.3962e-06,0.804472,-0.804472,5.04226e-06,0.593991
3910010,-7.69567e-06,-1,-2.97161e-06,0.58776,-6.92735e-06,0.809035,-0.809035,4.47948e-06,0.58776
3920251,-8.39134e-06,-1,-2.98861e-06,0.5814,-7.31032e-06,0.813618,-0.813618,5.08977e-06,0.5814
3929979,-8.37984e-06,-1,-3.00525e-06,0.57499,-7.2771e-06,0.81816,-0.81816,5.12806e-06,0.57499
3939742,-7.49365e-06,-1,-3.02154e-06,0.568648,-6.74671e-06,0.822581,-0.822581,4.44594e-06,0.568648
3949942,-8.15271e-06,-1,-3.03799e-06,0.562098,-7.09525e-06,0.827071,-0.827071,5.03522e-06,0.562098
3960144,-7.15821e-06,-1,-3.0539e-06,0.555633,-6.51644e-06,0.831428,-0.831428,4.25469e-06,0.555633
3970197,-8.35654e-06,-1,-3.07005e-06,0.549071,-7.1542e-06,0.835776,-0.835776,5.29852e-06,0.549071
3979789,-7.78099e-06,-1,-3.08576e-06,0.542484,-6.81331e-06,0.840066,-0.840066,4.86257e-06,0.542484
3989983,-7.84094e-06,-1,-3.10113e-06,0.535948,-6.82047e-06,0.844251,-0.844251,4.95768e-06,0.535948
3999942,-8.65514e-06,-1,-3.11662e-06,0.529245,-7.22505e-06,0.848469,-0.848469,5.69417e-06,0.529245
4010115,-7.31274e-06,-1,-3.13154e-06,0.522628,-6.49167e-06,0.852561,-0.852561,4.59792e-06,0.522628
4019707,-8.01895e-06,-1,-3.14675e-06,0.515889,-6.83256e-06,0.856656,-0.856656,5.24611e-06,0.515889
4029955,-7.37069e-06,-1,-3.16173e-06,0.50904,-6.47341e-06,0.860743,-0.860743,4.73482e-06,0.50904
4040162,-7.69298e-06,-1,-3.17642e-06,0.502219,-6.61034e-06,0.864741,-0.864741,5.05718e-06,0.502219
4049895,-8.37459e-06,-1,-3.19113e-06,0.495256,-6.91985e-06,0.868747,-0.868747,5.69497e-06,0.495256
4060152,-7.12712e-06,-1,-3.2052e-06,0.488429,-6.27796e-06,0.872604,-0.872604,4.65364e-06,0.488429
4070208,-8.13215e-06,-1,-3.21954e-06,0.481475,-6.73723e-06,0.87646,-0.87646,5.57738e-06,0.481475
4080148,-7.62724e-06,-1,-3.23345e-06,0.474493,-6.46535e-06,0.880259,-0.880259,5.1797e-06,0.474493
4089745,-7.31426e-06,-1,-3.24705e-06,0.467591,-6.29029e-06,0.883945,-0.883945,4.94711e-06,0.467591
4099832,-8.11518e-06,-1,-3.26056e-06,0.46055,-6.63163e-06,0.887634,-0.887634,5.70166e-06,0.46055
4109858,-6.60401e-06,-1,-3.27338e-06,0.453695,-5.9133e-06,0.891157,-0.891157,4.40009e-06,0.453695
4119875,-7.80069e-06,-1,-3.28655e-06,0.446687,-6.42491e-06,0.894691,-0.894691,5.51115e-06,0.446687
4130071,-7.69104e-06,-1,-3.29919e-06,0.439689,-6.34483e-06,0.89815,-0.89815,5.45709e-06,0.439689
4139828,-7.42606e-06,-1,-3.31155e-06,0.432782,-6.19922e-06,0.901499,-0.901499,5.2614e-06,0.432782
